ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
ILMN_8199	6.25e-05	5.45e-05	11.72301	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component
ILMN_10496	6.27e-05	5.46e-05	11.71919	CELF1	CUGBP, Elav-like family member 1
ILMN_15962	6.35e-05	5.53e-05	11.70136	IPCEF1	interaction protein for cytohesin exchange factors 1
ILMN_28500	6.53e-05	5.69e-05	11.66201	TMED5	transmembrane p24 trafficking protein 5
ILMN_29067	6.62e-05	5.76e-05	11.64261	COPB1	coatomer protein complex subunit beta 1
ILMN_12134	6.73e-05	5.86e-05	11.61885	PDLIM5	PDZ and LIM domain 5
ILMN_24748	6.74e-05	5.88e-05	11.61502	OSTC	oligosaccharyltransferase complex non-catalytic subunit
ILMN_9076	6.78e-05	5.91e-05	11.60813	SMG1	SMG1, nonsense mediated mRNA decay associated PI3K related kinase
ILMN_30109	6.93e-05	6.04e-05	11.57598	PDGFB	platelet derived growth factor subunit B
ILMN_3174	7.00e-05	6.11e-05	11.56165	CLIC4	chloride intracellular channel 4
ILMN_28755	7.45e-05	6.49e-05	11.47513	ADPRH	ADP-ribosylarginine hydrolase
ILMN_29291	7.66e-05	6.68e-05	11.43603	SLC1A5	solute carrier family 1 member 5
ILMN_14864	7.68e-05	6.70e-05	11.4307	PHF20L1	PHD finger protein 20-like 1
ILMN_13781	7.82e-05	6.82e-05	11.40644	BCL7B	BCL tumor suppressor 7B
ILMN_9871	8.15e-05	7.11e-05	11.34771	PARP10	poly(ADP-ribose) polymerase family member 10
ILMN_14082	8.19e-05	7.14e-05	11.34139	STAG2	stromal antigen 2
ILMN_19136	8.24e-05	7.19e-05	11.3317	RAN	RAN, member RAS oncogene family
ILMN_7535	8.28e-05	7.23e-05	11.32523		
ILMN_3067	8.30e-05	7.25e-05	11.32094	NRXN3	neurexin 3
ILMN_9286	8.37e-05	7.31e-05	11.30937	APOB	apolipoprotein B
ILMN_3517	8.57e-05	7.48e-05	11.27698	GLIPR1	GLI pathogenesis related 1
ILMN_19298	8.64e-05	7.54e-05	11.26526	COX7B	cytochrome c oxidase subunit 7B
ILMN_3597	8.68e-05	7.59e-05	11.25758	EPHA2	EPH receptor A2
ILMN_30210	8.71e-05	7.61e-05	11.25292	OCIAD2	OCIA domain containing 2
ILMN_15502	8.76e-05	7.66e-05	11.24462	S100A10	S100 calcium binding protein A10
ILMN_30262	9.02e-05	7.88e-05	11.20426	SCP2	sterol carrier protein 2
ILMN_10855	9.15e-05	8.00e-05	11.1843		
ILMN_26400	9.22e-05	8.06e-05	11.17347	JADE1	jade family PHD finger 1
ILMN_9279	9.34e-05	8.17e-05	11.15504	CTNNAL1	catenin alpha like 1
ILMN_26276	9.38e-05	8.20e-05	11.14871	TUBB6	tubulin beta 6 class V
ILMN_11993	9.42e-05	8.24e-05	11.14226	ZNF410	zinc finger protein 410
ILMN_29594	9.48e-05	8.29e-05	11.13372	HHLA2	HERV-H LTR-associating 2
ILMN_26093	9.52e-05	8.33e-05	11.127	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
ILMN_26144	9.55e-05	8.36e-05	11.12276	PTPN12	protein tyrosine phosphatase, non-receptor type 12
ILMN_21172	9.74e-05	8.52e-05	11.09545	NUP98	nucleoporin 98
ILMN_13469	9.83e-05	8.60e-05	11.08231	PALD1	phosphatase domain containing, paladin 1
ILMN_16236	1.02e-04	8.91e-05	11.03355	RUNX3	runt related transcription factor 3
ILMN_18022	1.02e-04	8.93e-05	11.03117	CDC26	cell division cycle 26
ILMN_12602	1.02e-04	8.97e-05	11.02519	CXCL9	C-X-C motif chemokine ligand 9
ILMN_26823	1.03e-04	9.01e-05	11.01859	MARCO	macrophage receptor with collagenous structure
ILMN_11417	1.04e-04	9.08e-05	11.00696	TBK1	TANK binding kinase 1
ILMN_20707	1.04e-04	9.11e-05	11.0036	ZNF217	zinc finger protein 217
ILMN_24095	1.05e-04	9.23e-05	10.98535	BHLHE40	basic helix-loop-helix family member e40
ILMN_8393	1.05e-04	9.24e-05	10.984	LHFP	lipoma HMGIC fusion partner
ILMN_21802	1.08e-04	9.44e-05	10.95446	OR9A4	olfactory receptor family 9 subfamily A member 4
ILMN_16550	1.09e-04	9.56e-05	10.93609	GPC6	glypican 6
ILMN_29177	1.10e-04	9.64e-05	10.92531	TRIM5	tripartite motif containing 5
ILMN_3552	1.10e-04	9.66e-05	10.92187	NMI	N-myc and STAT interactor
ILMN_6753	1.11e-04	9.71e-05	10.91404	SAMD14	sterile alpha motif domain containing 14
ILMN_21141	1.14e-04	9.97e-05	10.87857	HIP1	huntingtin interacting protein 1
ILMN_7898	1.15e-04	1.01e-04	10.86229	LITAF	lipopolysaccharide induced TNF factor
ILMN_4347	1.17e-04	1.02e-04	10.84211	SERTAD2	SERTA domain containing 2
ILMN_17848	1.19e-04	1.05e-04	10.81156	CD109	CD109 molecule
ILMN_13138	1.20e-04	1.05e-04	10.80786	ACAT2	acetyl-CoA acetyltransferase 2
ILMN_25541	1.21e-04	1.06e-04	10.79153	ZNF394	zinc finger protein 394
ILMN_3397	1.29e-04	1.14e-04	10.69783	SEPT2	septin 2
ILMN_8230	1.31e-04	1.15e-04	10.68385	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase
ILMN_14357	1.31e-04	1.15e-04	10.67638	CARD11	caspase recruitment domain family member 11
ILMN_6165	1.36e-04	1.20e-04	10.62584	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
ILMN_28763	1.37e-04	1.20e-04	10.61725	ACVR2A	activin A receptor type 2A
ILMN_5450	1.38e-04	1.21e-04	10.60942	SNAI1	snail family transcriptional repressor 1
ILMN_20253	1.38e-04	1.21e-04	10.60829	DDX5	DEAD-box helicase 5
ILMN_2949	1.40e-04	1.23e-04	10.58873	PTAFR	platelet activating factor receptor
ILMN_3653	1.40e-04	1.23e-04	10.58385	GBP3	guanylate binding protein 3
ILMN_21814	1.41e-04	1.24e-04	10.58081	CCDC117	coiled-coil domain containing 117
ILMN_9420	1.41e-04	1.24e-04	10.57414	BAG3	BCL2 associated athanogene 3
ILMN_23535	1.44e-04	1.26e-04	10.55359	BID	BH3 interacting domain death agonist
ILMN_4517	1.44e-04	1.27e-04	10.54462	TINF2	TERF1 interacting nuclear factor 2
ILMN_8146	1.45e-04	1.27e-04	10.54286	NCF2	neutrophil cytosolic factor 2
ILMN_4339	1.45e-04	1.28e-04	10.53615	NRIP1	nuclear receptor interacting protein 1
ILMN_13325	1.47e-04	1.29e-04	10.52207	SLC36A4	solute carrier family 36 member 4
ILMN_2958	1.48e-04	1.30e-04	10.5127	OAS1	2'-5'-oligoadenylate synthetase 1
ILMN_11726	1.48e-04	1.31e-04	10.50761	DVL3	dishevelled segment polarity protein 3
ILMN_11552	1.52e-04	1.33e-04	10.47754	LARS	leucyl-tRNA synthetase
ILMN_19197	1.53e-04	1.35e-04	10.46461	CDC37	cell division cycle 37
ILMN_3481	1.54e-04	1.35e-04	10.45692	WDR4	WD repeat domain 4
ILMN_20228	1.54e-04	1.36e-04	10.45492	DDIT4L	DNA damage inducible transcript 4 like
ILMN_8568	1.54e-04	1.36e-04	10.45147	STRIP1	striatin interacting protein 1
ILMN_139262	1.55e-04	1.37e-04	10.444	GNG10	G protein subunit gamma 10
ILMN_690	1.55e-04	1.37e-04	10.44267	RASSF5	Ras association domain family member 5
ILMN_6169	1.56e-04	1.37e-04	10.43973	PUS1	pseudouridylate synthase 1
ILMN_24843	1.60e-04	1.41e-04	10.40078	USP18	ubiquitin specific peptidase 18
ILMN_11793	1.61e-04	1.42e-04	10.39556	NUP153	nucleoporin 153
ILMN_24530	1.61e-04	1.42e-04	10.39254		
ILMN_11871	1.61e-04	1.42e-04	10.39062	AKR1C3	aldo-keto reductase family 1, member C3
ILMN_4502	1.61e-04	1.42e-04	10.39033		
ILMN_7805	1.62e-04	1.43e-04	10.38303	FAM135B	family with sequence similarity 135 member B
ILMN_1751	1.62e-04	1.43e-04	10.38212	IFIT1	interferon induced protein with tetratricopeptide repeats 1
ILMN_21520	1.75e-04	1.55e-04	10.27719	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
ILMN_17177	1.76e-04	1.55e-04	10.27045	TSSC4	tumor suppressing subtransferable candidate 4
ILMN_13777	1.79e-04	1.58e-04	10.24703	NANS	N-acetylneuraminate synthase
ILMN_7795	1.85e-04	1.64e-04	10.20051	SEC24D	SEC24 homolog D, COPII coat complex component
ILMN_10231	1.87e-04	1.65e-04	10.18642	AIM2	absent in melanoma 2
ILMN_21503	1.88e-04	1.66e-04	10.17974	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5
ILMN_3914	1.89e-04	1.66e-04	10.17632	PSMD1	proteasome 26S subunit, non-ATPase 1
ILMN_14184	1.93e-04	1.70e-04	10.14491	ANXA1	annexin A1
ILMN_13172	1.96e-04	1.73e-04	10.12057	OXSR1	oxidative stress responsive 1
ILMN_17837	1.98e-04	1.75e-04	10.11178	ZBTB43	zinc finger and BTB domain containing 43
ILMN_17847	2.04e-04	1.80e-04	10.06802	PLEKHA5	pleckstrin homology domain containing A5
ILMN_6472	2.09e-04	1.84e-04	10.03742	MIDN	midnolin
ILMN_21611	2.09e-04	1.85e-04	10.03497	CHRNB3	cholinergic receptor nicotinic beta 3 subunit
ILMN_6174	2.13e-04	1.89e-04	10.0074	ISG15	ISG15 ubiquitin-like modifier
ILMN_24114	2.14e-04	1.89e-04	10.0014		
ILMN_11605	2.15e-04	1.90e-04	9.99853	FAM177A1	family with sequence similarity 177 member A1
ILMN_14018	2.15e-04	1.90e-04	9.99604	LRCH3	leucine rich repeats and calponin homology domain containing 3
ILMN_27315	2.21e-04	1.96e-04	9.95788	PTP4A1	protein tyrosine phosphatase type IVA, member 1
ILMN_14919	2.22e-04	1.96e-04	9.95413	TES	testin LIM domain protein
ILMN_12678	2.27e-04	2.01e-04	9.92277	COBLL1	cordon-bleu WH2 repeat protein like 1
ILMN_1631	2.28e-04	2.02e-04	9.91384	HLA-G	major histocompatibility complex, class I, G
ILMN_9973	2.29e-04	2.02e-04	9.91246	C22orf42	chromosome 22 open reading frame 42
ILMN_17739	2.30e-04	2.03e-04	9.90517	UBAP2	ubiquitin associated protein 2
ILMN_11248	2.32e-04	2.05e-04	9.89434	APOO	apolipoprotein O
ILMN_6668	2.32e-04	2.05e-04	9.89281	TTC4	tetratricopeptide repeat domain 4
ILMN_5639	2.32e-04	2.05e-04	9.89129	MTURN	maturin, neural progenitor differentiation regulator homolog (Xenopus)
ILMN_19884	2.33e-04	2.06e-04	9.88856		
ILMN_18038	2.36e-04	2.09e-04	9.8702	BTG1	BTG anti-proliferation factor 1
ILMN_27313	2.36e-04	2.09e-04	9.86934	TOM1	target of myb1 membrane trafficking protein
ILMN_22700	2.36e-04	2.09e-04	9.86557		
ILMN_12131	2.37e-04	2.10e-04	9.86252	SPRED2	sprouty related EVH1 domain containing 2
ILMN_15597	2.38e-04	2.11e-04	9.85413	ALYREF	Aly/REF export factor
ILMN_16030	2.40e-04	2.13e-04	9.845	PPP4R2	protein phosphatase 4 regulatory subunit 2
ILMN_29766	2.42e-04	2.15e-04	9.83278	ATG101	autophagy related 101
ILMN_7879	2.43e-04	2.15e-04	9.82866	PNRC2	proline rich nuclear receptor coactivator 2
ILMN_18562	2.46e-04	2.18e-04	9.8095	MYOF	myoferlin
ILMN_19563	2.50e-04	2.22e-04	9.79002	USP53	ubiquitin specific peptidase 53
ILMN_6938	2.50e-04	2.22e-04	9.78833	ABCF1	ATP binding cassette subfamily F member 1
ILMN_11812	2.55e-04	2.26e-04	9.76077	TRIM56	tripartite motif containing 56
ILMN_22538	2.67e-04	2.37e-04	9.70038	ARRDC3	arrestin domain containing 3
ILMN_7624	2.73e-04	2.42e-04	9.67139	XK	X-linked Kx blood group
ILMN_11186	2.75e-04	2.44e-04	9.65931	CCNT2	cyclin T2
ILMN_10901	2.76e-04	2.45e-04	9.65457	VAMP1	vesicle associated membrane protein 1
ILMN_8522	2.77e-04	2.46e-04	9.64865	PDGFRL	platelet derived growth factor receptor like
ILMN_26461	2.81e-04	2.50e-04	9.63056	FFAR2	free fatty acid receptor 2
ILMN_3380	2.93e-04	2.60e-04	9.57513	FBXO30	F-box protein 30
ILMN_2714	2.93e-04	2.60e-04	9.5732	ANK3	ankyrin 3, node of Ranvier (ankyrin G)
ILMN_1610	2.94e-04	2.61e-04	9.56892	EMILIN2	elastin microfibril interfacer 2
ILMN_10513	2.95e-04	2.62e-04	9.56512	IL7R	interleukin 7 receptor
ILMN_5511	3.03e-04	2.69e-04	9.52989		
ILMN_22260	3.08e-04	2.73e-04	9.50887	SASH1	SAM and SH3 domain containing 1
ILMN_138696	3.12e-04	2.77e-04	9.49087	DCP1A	decapping mRNA 1A
ILMN_4020	3.16e-04	2.81e-04	9.47297	RPS6KA3	ribosomal protein S6 kinase A3
ILMN_23042	3.16e-04	2.81e-04	9.47181	IFRD1	interferon related developmental regulator 1
ILMN_24781	3.20e-04	2.84e-04	9.45588	STK17B	serine/threonine kinase 17b
ILMN_25318	3.20e-04	2.85e-04	9.45525	CA13	carbonic anhydrase 13
ILMN_16222	3.23e-04	2.87e-04	9.44454	ILF2	interleukin enhancer binding factor 2
ILMN_9694	3.33e-04	2.96e-04	9.40276	MECOM	MDS1 and EVI1 complex locus
ILMN_17161	3.43e-04	3.05e-04	9.36368	IPO5	importin 5
ILMN_17910	3.46e-04	3.08e-04	9.35114	SLC35B2	solute carrier family 35 member B2
ILMN_29673	3.47e-04	3.09e-04	9.34663	STAT3	signal transducer and activator of transcription 3
ILMN_15247	3.58e-04	3.18e-04	9.30608	EXOSC6	exosome component 6
ILMN_15307	3.60e-04	3.20e-04	9.29767	C14orf1	chromosome 14 open reading frame 1
ILMN_21529	3.67e-04	3.27e-04	9.27171	AMD1	adenosylmethionine decarboxylase 1
ILMN_24841	3.78e-04	3.36e-04	9.23341	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha
ILMN_19740	3.81e-04	3.39e-04	9.22115	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
ILMN_138839	3.84e-04	3.42e-04	9.21224	CD79B	CD79b molecule
ILMN_18400	3.90e-04	3.48e-04	9.18924	DEFA4	defensin alpha 4
ILMN_1703	3.92e-04	3.49e-04	9.18507	CFAP57	cilia and flagella associated protein 57
ILMN_4806	4.09e-04	3.64e-04	9.12787	BCL10	B-cell CLL/lymphoma 10
ILMN_24458	4.11e-04	3.67e-04	9.11913	CST7	cystatin F
ILMN_25542	4.13e-04	3.68e-04	9.11269	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
ILMN_5775	4.21e-04	3.75e-04	9.08961	KMT5B	lysine methyltransferase 5B
ILMN_5272	4.26e-04	3.80e-04	9.07278	KCTD20	potassium channel tetramerization domain containing 20
ILMN_16223	4.60e-04	4.10e-04	8.97163	NBR1	NBR1, autophagy cargo receptor
ILMN_659	4.60e-04	4.10e-04	8.9708	HYOU1	hypoxia up-regulated 1
ILMN_5007	4.66e-04	4.15e-04	8.95521	CPEB4	cytoplasmic polyadenylation element binding protein 4
ILMN_9786	4.77e-04	4.25e-04	8.92345	CDK12	cyclin dependent kinase 12
ILMN_16216	4.94e-04	4.41e-04	8.87659	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
ILMN_30121	4.95e-04	4.41e-04	8.8753	FNIP1	folliculin interacting protein 1
ILMN_891	4.98e-04	4.44e-04	8.86592	CLDND1	claudin domain containing 1
ILMN_24927	5.03e-04	4.49e-04	8.85294	HNRNPM	heterogeneous nuclear ribonucleoprotein M
ILMN_8301	5.12e-04	4.57e-04	8.82853	FAM126A	family with sequence similarity 126 member A
ILMN_13611	5.14e-04	4.59e-04	8.82356		
ILMN_28450	5.17e-04	4.62e-04	8.81619	CLEC4C	C-type lectin domain family 4 member C
ILMN_21398	5.19e-04	4.63e-04	8.81207	CXCL5	C-X-C motif chemokine ligand 5
ILMN_30267	5.19e-04	4.64e-04	8.81048	CSNK2A1	casein kinase 2 alpha 1
ILMN_4225	5.24e-04	4.68e-04	8.79861	HBP1	HMG-box transcription factor 1
ILMN_25109	5.24e-04	4.68e-04	8.79811	HLX	H2.0 like homeobox
ILMN_15514	5.32e-04	4.76e-04	8.77731	CASC4	cancer susceptibility candidate 4
ILMN_2068	5.34e-04	4.77e-04	8.77204	TNFSF15	tumor necrosis factor superfamily member 15
ILMN_28026	5.41e-04	4.84e-04	8.75512	TMOD3	tropomodulin 3
ILMN_11103	5.68e-04	5.08e-04	8.69107	TMEM2	transmembrane protein 2
ILMN_10512	5.70e-04	5.10e-04	8.68639	EDA	ectodysplasin A
ILMN_28344	5.74e-04	5.13e-04	8.67864	SGMS2	sphingomyelin synthase 2
ILMN_446	5.77e-04	5.16e-04	8.67116	SEC61B	Sec61 translocon beta subunit
ILMN_9152	5.91e-04	5.29e-04	8.63912	TMEM44	transmembrane protein 44
ILMN_20429	6.20e-04	5.55e-04	8.57633	OR56B1	olfactory receptor family 56 subfamily B member 1
ILMN_27125	6.24e-04	5.58e-04	8.56809	KTI12	KTI12 chromatin associated homolog
ILMN_29712	6.24e-04	5.59e-04	8.56711	RPF2	ribosome production factor 2 homolog
ILMN_17184	6.30e-04	5.64e-04	8.55482	MRPS24	mitochondrial ribosomal protein S24
ILMN_10073	6.33e-04	5.67e-04	8.54841	FBXW11	F-box and WD repeat domain containing 11
ILMN_29496	6.41e-04	5.74e-04	8.53253	SDF2L1	stromal cell derived factor 2 like 1
ILMN_138486	6.50e-04	5.82e-04	8.5138	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
ILMN_12724	6.65e-04	5.96e-04	8.48337	IL21R	interleukin 21 receptor
ILMN_16000	6.68e-04	5.98e-04	8.47924	HSP90AB1	heat shock protein 90 alpha family class B member 1
ILMN_18645	6.76e-04	6.05e-04	8.46288	GNL3	G protein nucleolar 3
ILMN_138762	6.87e-04	6.16e-04	8.44136	CDC42SE2	CDC42 small effector 2
ILMN_10912	7.03e-04	6.30e-04	8.41185	THBD	thrombomodulin
ILMN_11625	7.05e-04	6.32e-04	8.40699	MANBAL	mannosidase beta like
ILMN_19658	7.11e-04	6.37e-04	8.39614	RHOU	ras homolog family member U
ILMN_17320	7.21e-04	6.46e-04	8.37786	AXL	AXL receptor tyrosine kinase
ILMN_2232	7.30e-04	6.54e-04	8.36284	CASP3	caspase 3
ILMN_13385	7.33e-04	6.57e-04	8.3567	MAGED2	MAGE family member D2
ILMN_13277	7.36e-04	6.60e-04	8.35057	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
ILMN_26681	7.50e-04	6.73e-04	8.32596	ITM2C	integral membrane protein 2C
ILMN_6070	7.54e-04	6.76e-04	8.3197	AKIRIN1	akirin 1
ILMN_20394	7.55e-04	6.77e-04	8.31781	SYPL1	synaptophysin like 1
ILMN_12497	7.66e-04	6.87e-04	8.29864	SAT1	spermidine/spermine N1-acetyltransferase 1
ILMN_18673	7.81e-04	7.00e-04	8.27426	LY6E	lymphocyte antigen 6 complex, locus E
ILMN_19648	7.95e-04	7.13e-04	8.251	B2M	beta-2-microglobulin
ILMN_5426	7.96e-04	7.15e-04	8.24829	LAMA2	laminin subunit alpha 2
ILMN_2393	8.08e-04	7.25e-04	8.22979		
ILMN_26751	8.17e-04	7.34e-04	8.2143	ANKRD12	ankyrin repeat domain 12
ILMN_8981	8.20e-04	7.37e-04	8.2091	GNG11	G protein subunit gamma 11
ILMN_17240	8.27e-04	7.43e-04	8.19867		
ILMN_17913	8.30e-04	7.45e-04	8.1945	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit
ILMN_3763	8.39e-04	7.54e-04	8.17917	TANK	TRAF family member associated NFKB activator
ILMN_20596	8.39e-04	7.54e-04	8.17885	PRDM1	PR/SET domain 1
ILMN_15719	8.61e-04	7.74e-04	8.14553		
ILMN_18176	8.84e-04	7.95e-04	8.11153	CALCRL	calcitonin receptor like receptor
ILMN_7002	8.84e-04	7.95e-04	8.11121	POMP	proteasome maturation protein
ILMN_5019	8.84e-04	7.95e-04	8.11092	PSMD14	proteasome 26S subunit, non-ATPase 14
ILMN_1531	8.86e-04	7.97e-04	8.10812	PFN2	profilin 2
ILMN_21046	8.86e-04	7.97e-04	8.10778	VHL	von Hippel-Lindau tumor suppressor
ILMN_4664	8.94e-04	8.04e-04	8.0971	RIF1	replication timing regulatory factor 1
ILMN_20597	9.14e-04	8.22e-04	8.06827	PLP1	proteolipid protein 1
ILMN_12885	9.25e-04	8.32e-04	8.05204		
ILMN_8732	9.39e-04	8.45e-04	8.03315	SYNJ2	synaptojanin 2
ILMN_15076	9.46e-04	8.51e-04	8.02322	LPCAT1	lysophosphatidylcholine acyltransferase 1
ILMN_7594	9.46e-04	8.52e-04	8.02256	MOB3C	MOB kinase activator 3C
ILMN_27077	9.62e-04	8.66e-04	8.00163	NECAP1	NECAP endocytosis associated 1
ILMN_1398	9.78e-04	8.80e-04	7.98069	MELTF	melanotransferrin
ILMN_24220	9.92e-04	8.94e-04	7.96115	NDRG1	N-myc downstream regulated 1
ILMN_1945	9.93e-04	8.94e-04	7.95994	SPTY2D1	SPT2 chromatin protein domain containing 1
ILMN_138012	1.01e-03	9.11e-04	7.93584	APOL6	apolipoprotein L6
ILMN_26908	1.01e-03	9.12e-04	7.93522		
ILMN_28353	1.03e-03	9.29e-04	7.91163	FAM153A	family with sequence similarity 153 member A
ILMN_23267	1.05e-03	9.43e-04	7.89204	LYPD3	LY6/PLAUR domain containing 3
ILMN_137597	1.05e-03	9.47e-04	7.8872	ITGA2B	integrin subunit alpha 2b
ILMN_5819	1.05e-03	9.48e-04	7.88611	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
ILMN_28724	1.06e-03	9.59e-04	7.87151	EDN1	endothelin 1
ILMN_20374	1.08e-03	9.69e-04	7.85726	RSL24D1	ribosomal L24 domain containing 1
ILMN_24475	1.09e-03	9.86e-04	7.83541	PPP2CA	protein phosphatase 2 catalytic subunit alpha
ILMN_20230	1.11e-03	1.00e-03	7.81496	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
ILMN_29928	1.12e-03	1.01e-03	7.8041	OLIG1	oligodendrocyte transcription factor 1
ILMN_22860	1.16e-03	1.05e-03	7.75932	PNPLA8	patatin like phospholipase domain containing 8
ILMN_21336	1.16e-03	1.05e-03	7.75735	MOB4	MOB family member 4, phocein
ILMN_1519	1.17e-03	1.06e-03	7.74804	ZNFX1	zinc finger NFX1-type containing 1
ILMN_8407	1.18e-03	1.06e-03	7.73775	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6
ILMN_8213	1.20e-03	1.08e-03	7.71562	CHD4	chromodomain helicase DNA binding protein 4
ILMN_7530	1.21e-03	1.09e-03	7.70343	SNW1	SNW domain containing 1
ILMN_15440	1.23e-03	1.11e-03	7.68111	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
ILMN_28389	1.26e-03	1.14e-03	7.65537		
ILMN_29418	1.26e-03	1.14e-03	7.65043	PKM	pyruvate kinase, muscle
ILMN_16212	1.28e-03	1.15e-03	7.63572	GYPC	glycophorin C (Gerbich blood group)
ILMN_13522	1.29e-03	1.16e-03	7.6272	NELFE	negative elongation factor complex member E
ILMN_1685	1.29e-03	1.17e-03	7.6186	GPR182	G protein-coupled receptor 182
ILMN_20121	1.30e-03	1.17e-03	7.61504	CDKN2B	cyclin dependent kinase inhibitor 2B
ILMN_964	1.30e-03	1.17e-03	7.61369	ZNRF2	zinc and ring finger 2, E3 ubiquitin protein ligase
ILMN_6451	1.30e-03	1.18e-03	7.61175		
ILMN_11047	1.30e-03	1.18e-03	7.60755	EXOSC7	exosome component 7
ILMN_7637	1.32e-03	1.19e-03	7.59675	IL20	interleukin 20
ILMN_18397	1.32e-03	1.19e-03	7.59622	MCL1	BCL2 family apoptosis regulator
ILMN_27679	1.32e-03	1.20e-03	7.58904	DNASE1L3	deoxyribonuclease 1 like 3
ILMN_28273	1.35e-03	1.22e-03	7.56625	FGFRL1	fibroblast growth factor receptor-like 1
ILMN_21550	1.36e-03	1.23e-03	7.55316	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17
ILMN_29382	1.37e-03	1.24e-03	7.54039	SEMA3C	semaphorin 3C
ILMN_9651	1.40e-03	1.27e-03	7.51436	TNFRSF21	TNF receptor superfamily member 21
ILMN_6923	1.41e-03	1.28e-03	7.50761	DNASE1L1	deoxyribonuclease 1 like 1
ILMN_7183	1.41e-03	1.28e-03	7.50494	BEST3	bestrophin 3
ILMN_7196	1.42e-03	1.29e-03	7.49794	DHX9	DEAH-box helicase 9
ILMN_7070	1.43e-03	1.29e-03	7.49106	MORC3	MORC family CW-type zinc finger 3
ILMN_21755	1.44e-03	1.30e-03	7.48272	TRIP12	thyroid hormone receptor interactor 12
ILMN_4111	1.45e-03	1.32e-03	7.46877	MAML2	mastermind like transcriptional coactivator 2
ILMN_23410	1.47e-03	1.33e-03	7.45514	NDFIP2	Nedd4 family interacting protein 2
ILMN_13685	1.52e-03	1.37e-03	7.41396	PI3	peptidase inhibitor 3
ILMN_7979	1.53e-03	1.38e-03	7.406	IGSF6	immunoglobulin superfamily member 6
ILMN_29203	1.54e-03	1.40e-03	7.39469	TRIB1	tribbles pseudokinase 1
ILMN_14685	1.59e-03	1.44e-03	7.35472	ZEB2	zinc finger E-box binding homeobox 2
ILMN_8704	1.59e-03	1.44e-03	7.3536	MFSD14A	major facilitator superfamily domain containing 14A
ILMN_6187	1.59e-03	1.44e-03	7.35329	PSPC1	paraspeckle component 1
ILMN_5419	1.59e-03	1.44e-03	7.35242	SRP19	signal recognition particle 19
ILMN_13071	1.60e-03	1.45e-03	7.34858	TOP1	topoisomerase (DNA) I
ILMN_15068	1.67e-03	1.52e-03	7.29096	IFNAR2	interferon alpha and beta receptor subunit 2
ILMN_13970	1.68e-03	1.53e-03	7.28221	RASGRP1	RAS guanyl releasing protein 1
ILMN_6842	1.69e-03	1.54e-03	7.27399	SNX16	sorting nexin 16
ILMN_11014	1.69e-03	1.54e-03	7.27393	ARRDC4	arrestin domain containing 4
ILMN_26608	1.72e-03	1.56e-03	7.25597	SGMS1	sphingomyelin synthase 1
ILMN_11032	1.72e-03	1.56e-03	7.25359	FAM129B	family with sequence similarity 129 member B
ILMN_27144	1.73e-03	1.57e-03	7.24357	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
ILMN_6649	1.84e-03	1.67e-03	7.16789	ZNF654	zinc finger protein 654
ILMN_6029	1.87e-03	1.70e-03	7.14786	ACSL5	acyl-CoA synthetase long-chain family member 5
ILMN_21535	1.88e-03	1.71e-03	7.14009	SIAH2	siah E3 ubiquitin protein ligase 2
ILMN_22505	1.89e-03	1.71e-03	7.13674	PRLR	prolactin receptor
ILMN_19915	1.93e-03	1.76e-03	7.10758	SHMT2	serine hydroxymethyltransferase 2
ILMN_3440	1.96e-03	1.78e-03	7.09264		
ILMN_12447	1.96e-03	1.78e-03	7.09009	ANK2	ankyrin 2, neuronal
ILMN_7797	1.98e-03	1.80e-03	7.07558	TM7SF3	transmembrane 7 superfamily member 3
ILMN_29842	1.99e-03	1.81e-03	7.07153	TRMT6	tRNA methyltransferase 6
ILMN_15251	1.99e-03	1.81e-03	7.06997	CHMP4B	charged multivesicular body protein 4B
ILMN_22732	1.99e-03	1.81e-03	7.06996	CCL5	C-C motif chemokine ligand 5
ILMN_19414	2.04e-03	1.85e-03	7.03942	CLEC6A	C-type lectin domain family 6 member A
ILMN_552	2.06e-03	1.87e-03	7.02736	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3
ILMN_29987	2.06e-03	1.88e-03	7.02343	COQ10B	coenzyme Q10B
